2025-07-08T08:49:54.957+08:00  WARN 99473 --- [MyWebProject] [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=9h27m40s805ms).
2025-07-08T09:08:36.581+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing POST /login
2025-07-08T16:24:13.074+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:24:13.074+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:24:13.081+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T16:24:13.082+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:24:13.082+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:24:13.082+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:24:13.084+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /error
2025-07-08T16:24:13.085+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:24:13.085+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /error
2025-07-08T16:24:13.085+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:24:13.085+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:24:13.086+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:24:13.325+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /captcha
2025-07-08T16:24:13.330+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:24:13.333+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /captcha
2025-07-08T16:28:16.885+08:00  INFO 8020 --- [MyWebProject] [lettuce-eventExecutorLoop-1-2] i.l.core.protocol.ConnectionWatchdog     : Reconnecting, last destination was localhost/127.0.0.1:6379
2025-07-08T16:28:17.004+08:00  WARN 8020 --- [MyWebProject] [lettuce-nioEventLoop-4-2] i.l.core.protocol.ConnectionWatchdog     : Cannot reconnect to [localhost/<unresolved>:6379]: Connection refused: localhost/127.0.0.1:6379
2025-07-08T16:28:21.982+08:00  INFO 8020 --- [MyWebProject] [lettuce-eventExecutorLoop-1-4] i.l.core.protocol.ConnectionWatchdog     : Reconnecting, last destination was localhost/<unresolved>:6379
2025-07-08T16:28:21.984+08:00  WARN 8020 --- [MyWebProject] [lettuce-nioEventLoop-4-1] i.l.core.protocol.ConnectionWatchdog     : Cannot reconnect to [localhost/<unresolved>:6379]: Connection refused: localhost/127.0.0.1:6379
2025-07-08T16:28:33.205+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /captcha
2025-07-08T16:28:33.207+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:33.208+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /captcha
2025-07-08T16:28:34.505+08:00  INFO 8020 --- [MyWebProject] [lettuce-eventExecutorLoop-1-3] i.l.core.protocol.ConnectionWatchdog     : Reconnecting, last destination was localhost/<unresolved>:6379
2025-07-08T16:28:34.514+08:00  WARN 8020 --- [MyWebProject] [lettuce-nioEventLoop-4-3] i.l.core.protocol.ConnectionWatchdog     : Cannot reconnect to [localhost/<unresolved>:6379]: Connection refused: localhost/127.0.0.1:6379
2025-07-08T16:28:42.568+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /captcha
2025-07-08T16:28:42.576+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:42.577+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /captcha
2025-07-08T16:28:43.910+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T16:28:43.913+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.914+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:28:43.915+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /error
2025-07-08T16:28:43.916+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.916+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:28:43.918+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T16:28:43.921+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.922+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:28:43.926+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /error
2025-07-08T16:28:43.926+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.927+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:28:43.930+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /categories
2025-07-08T16:28:43.932+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.933+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /categories
2025-07-08T16:28:43.939+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /captcha
2025-07-08T16:28:43.940+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.942+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /captcha
2025-07-08T16:28:43.963+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T16:28:43.964+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.965+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-8] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:28:43.966+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /error
2025-07-08T16:28:43.967+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.968+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-8] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:28:43.984+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T16:28:43.986+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.986+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-5] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:28:43.988+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /error
2025-07-08T16:28:43.989+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:43.990+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-5] o.s.s.w.a.Http403ForbiddenEntryPoint     : Pre-authenticated entry point called. Rejecting access
2025-07-08T16:28:44.055+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /categories
2025-07-08T16:28:44.057+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:28:44.059+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /categories
2025-07-08T16:28:50.981+08:00  INFO 8020 --- [MyWebProject] [lettuce-eventExecutorLoop-1-1] i.l.core.protocol.ConnectionWatchdog     : Reconnecting, last destination was localhost/<unresolved>:6379
2025-07-08T16:28:50.985+08:00  WARN 8020 --- [MyWebProject] [lettuce-nioEventLoop-4-4] i.l.core.protocol.ConnectionWatchdog     : Cannot reconnect to [localhost/<unresolved>:6379]: Connection refused: localhost/127.0.0.1:6379
2025-07-08T16:29:04.105+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /captcha
2025-07-08T16:29:04.122+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:29:04.129+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /captcha
2025-07-08T16:29:06.326+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /captcha
2025-07-08T16:29:06.330+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:29:06.330+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /captcha
2025-07-08T16:29:06.895+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /captcha
2025-07-08T16:29:06.896+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T16:29:06.897+08:00 DEBUG 8020 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /captcha
2025-07-08T16:29:21.079+08:00  INFO 8020 --- [MyWebProject] [lettuce-eventExecutorLoop-1-1] i.l.core.protocol.ConnectionWatchdog     : Reconnecting, last destination was localhost/<unresolved>:6379
2025-07-08T16:29:21.083+08:00  WARN 8020 --- [MyWebProject] [lettuce-nioEventLoop-4-1] i.l.core.protocol.ConnectionWatchdog     : Cannot reconnect to [localhost/<unresolved>:6379]: Connection refused: localhost/127.0.0.1:6379
2025-07-08T16:29:33.297+08:00 ERROR 8020 --- [MyWebProject] [http-nio-8080-exec-2] o.a.c.c.C.[.[.[/].[dispatcherServlet]    : Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed: org.springframework.dao.QueryTimeoutException: Redis command timed out] with root cause

io.lettuce.core.RedisCommandTimeoutException: Command timed out after 1 minute(s)
	at io.lettuce.core.internal.ExceptionFactory.createTimeoutException(ExceptionFactory.java:63) ~[lettuce-core-6.4.2.RELEASE.jar:6.4.2.RELEASE/f4dfb40]
	at io.lettuce.core.internal.Futures.awaitOrCancel(Futures.java:233) ~[lettuce-core-6.4.2.RELEASE.jar:6.4.2.RELEASE/f4dfb40]
	at io.lettuce.core.LettuceFutures.awaitOrCancel(LettuceFutures.java:59) ~[lettuce-core-6.4.2.RELEASE.jar:6.4.2.RELEASE/f4dfb40]
	at org.springframework.data.redis.connection.lettuce.LettuceConnection.await(LettuceConnection.java:1010) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.connection.lettuce.LettuceConnection.lambda$doInvoke$3(LettuceConnection.java:447) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.connection.lettuce.LettuceInvoker$Synchronizer.invoke(LettuceInvoker.java:673) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.connection.lettuce.LettuceInvoker$DefaultSingleInvocationSpec.get(LettuceInvoker.java:589) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.connection.lettuce.LettuceStringCommands.set(LettuceStringCommands.java:102) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.connection.DefaultedRedisConnection.set(DefaultedRedisConnection.java:319) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.connection.DefaultStringRedisConnection.set(DefaultStringRedisConnection.java:765) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.core.DefaultValueOperations.lambda$set$14(DefaultValueOperations.java:199) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.core.RedisTemplate.execute(RedisTemplate.java:411) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.core.RedisTemplate.execute(RedisTemplate.java:378) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.core.AbstractOperations.execute(AbstractOperations.java:117) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at org.springframework.data.redis.core.DefaultValueOperations.set(DefaultValueOperations.java:199) ~[spring-data-redis-3.4.5.jar:3.4.5]
	at com.example.demo.controller.AuthCodeController.authcode(AuthCodeController.java:40) ~[classes/:na]
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:580) ~[na:na]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:258) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:191) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:986) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:891) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564) ~[tomcat-embed-core-10.1.40.jar:6.0]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658) ~[tomcat-embed-core-10.1.40.jar:6.0]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51) ~[tomcat-embed-websocket-10.1.40.jar:10.1.40]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:110) ~[spring-web-6.2.6.jar:6.2.6]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:108) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.security.web.FilterChainProxy.lambda$doFilterInternal$3(FilterChainProxy.java:231) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:365) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.access.intercept.AuthorizationFilter.doFilter(AuthorizationFilter.java:101) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:126) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:120) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:131) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:85) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:100) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:179) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at com.example.demo.filter.JwtRequestFilter.doFilterInternal(JwtRequestFilter.java:55) ~[classes/:na]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:107) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:93) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.web.filter.CorsFilter.doFilterInternal(CorsFilter.java:91) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:82) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:69) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:62) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:233) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:191) ~[spring-security-web-6.4.5.jar:6.4.5]
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.web.servlet.handler.HandlerMappingIntrospector.lambda$createCacheFilter$3(HandlerMappingIntrospector.java:243) ~[spring-webmvc-6.2.6.jar:6.2.6]
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.web.filter.CompositeFilter.doFilter(CompositeFilter.java:74) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration$CompositeFilterChainProxy.doFilter(WebMvcSecurityConfiguration.java:238) ~[spring-security-config-6.4.5.jar:6.4.5]
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:362) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:278) ~[spring-web-6.2.6.jar:6.2.6]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-6.2.6.jar:6.2.6]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.2.6.jar:6.2.6]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164) ~[tomcat-embed-core-10.1.40.jar:10.1.40]
